"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
"[""2015 <= Year >= 2024""]"																																												
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM100)"	-29.95381092	-71.29974525	183.05265007750216									0.2		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM101)"	-29.95383915	-71.29949915	183.0541930798088									0.2		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM102)"	-29.95386465	-71.2997687	183.0463679108606									0.2		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM103)"	-29.95360075	-71.2992353	183.08506496397112									0.2		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM104)"	-29.95399614	-71.30015071	183.0249145354578									0.2		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM105)"	-29.95414719	-71.30019095	183.00773497386746									0.2		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM106)"	-29.95414719	-71.3002741	183.0061785990587									0.2		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM107)"	-29.95410304	-71.30032774	183.00997602160365									0.2		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM108)"	-29.95445628	-71.30066168	182.96531422066187									0.2		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM109)"	-29.95824384	-71.30993186	182.38176468488132									1.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM110)"	-29.9582291	-71.31137442	182.3570298949616									1.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM111)"	-29.95836853	-71.31171104	182.33571960035312									1.6		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM112)"	-29.95879031	-71.31298374	182.26666329087618									1.8		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM113)"	-29.95941077	-71.31597038	182.14509571712884									2.4		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM114)"	-29.95919233	-71.31598111	182.16869158702542									2.6		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM115)"	-29.9593852	-71.31748047	182.1207342587797									2.8		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM116)"	-29.96163559	-71.33337826	181.59619753296195									2.8		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM117)"	-29.96182963	-71.33328974	181.5765536422044									2.75		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM118)"	-29.96255928	-71.33264735	181.5080259344599									1.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM119)"	-29.95550056	-71.30310617	182.806151646275									0.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM120)"	-29.95864569	-71.31268166	182.28789369701042									1.6		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM121)"	-29.95964493	-71.31205939	182.19042582462208									0.8		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM122)"	-29.96012766	-71.33580959	181.71907412905605									2.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM123)"	-29.94531374	-71.29112575	184.13924061500867									0.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM124)"	-29.94522077	-71.29110429	184.14975265229467									0.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM125)"	-29.94590639	-71.29159782	184.06584345626473									0.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM126)"	-29.94616437	-71.29182313	184.0335181973812									0.29		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM127)"	-29.94632009	-71.29187677	184.01557427199762									0.3		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM128)"	-29.96049113	-71.33628041	181.67139074002253									2.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM129)"	-29.96078858	-71.33561656	181.65025746773676									2.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM130)"	-29.96103025	-71.33563802	181.6235238941011									2.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM131)"	-29.96347452	-71.33236896	181.4130034220905									0.7		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM132)"	-29.96383333	-71.33210746	181.3783850308835									0.45		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM133)"	-29.96404363	-71.33127825	181.36979119730864									0.8		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM134)"	-29.96434107	-71.33068772	181.34759048849102									0.45		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM135)"	-29.96352429	-71.3304195	181.4413109404588									0.4		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM136)"	-29.96085698	-71.33492765	181.6545672634025									2.8		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM137)"	-29.96156422	-71.33480032	181.579589192466									2.45		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM138)"	-29.96160227	-71.33471475	181.57690321839576									2.1		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM139)"	-29.96322772	-71.33022607	181.47700758504067									1.2		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM140)"	-29.95487955	-71.33539058	182.29884040386023									3.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM141)"	-29.94742868	-71.29304264	183.87292745548905									0.4		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM142)"	-29.94749841	-71.29304532	183.865297904311									0.4		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM143)"	-29.94768898	-71.2932438	183.8408171424744									0.4		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM144)"	-29.9477924	-71.2934852	183.8249954690993									0.7		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM145)"	-29.94785283	-71.29338328	183.82036129185602									0.6		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM146)"	-29.94800506	-71.29371587	183.79750601723592									0.7		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM147)"	-29.9481201	-71.29361931	183.78683357103415									0.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM148)"	-29.94830951	-71.29410077	183.75711820521315									0.8		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM149)"	-29.94862094	-71.29472349	183.71147509710838									1		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM150)"	-29.94871157	-71.29468057	183.7024357170037									0.7		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM151)"	-29.94881499	-71.294926	183.68655035450732									0.7		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM152)"	-29.94912061	-71.29535783	183.64516394328683									1		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM153)"	-29.94916399	-71.29543561	183.63897854513297									1.1		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM154)"	-29.94919304	-71.29538465	183.6367834824433									0.6		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM155)"	-29.94930111	-71.29526127	183.6273674636457									0.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM156)"	-29.94944752	-71.29508425	183.61479924911433									0.4		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM157)"	-29.94976824	-71.29496623	183.58216902825592									0.3		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM158)"	-29.94941731	-71.29519958	183.61590222746833									0.3		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM159)"	-29.9495858	-71.29552413	183.5914520640545									0.4		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM160)"	-29.94967528	-71.29606728	183.5714691797441									1		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM161)"	-29.94977638	-71.29602034	183.56136407951388									0.7		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM162)"	-29.9503171	-71.29673246	183.48914996576343									0.75		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM163)"	-29.95050612	-71.29692201	183.46502851243753									1.2		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM164)"	-29.95062697	-71.29682545	183.45370889033796									0.75		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM165)"	-29.951366	-71.2977897	183.35520792150538									1		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM166)"	-29.95325782	-71.3000926	183.10629291407122									0.8		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM167)"	-29.95351462	-71.30016636	183.07698592020202									0.52		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM168)"	-29.95394687	-71.2998445	183.0360068486392									0.28		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM169)"	-29.95360409	-71.29996654	183.07099676888637									0.3		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM170)"	-29.95381092	-71.29974525	183.05265007750216									0.17		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM171)"	-29.95387367	-71.29993569	183.04225882164195									0.2		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM172)"	-29.95410722	-71.30009528	183.013872695975									0.32		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM173)"	-29.95369794	-71.29930104	183.07326347853765									0.36		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM174)"	-29.95352413	-71.29909767	183.0959787336831									0.22		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM175)"	-29.95344231	-71.29892553	183.10810644766613									0.35		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM176)"	-29.95323548	-71.29848565	183.13885768505585									0.2		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM177)"	-29.95298449	-71.29817183	183.17204688420452									0.23		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM178)"	-29.95292407	-71.29822548	183.1776075049683									0.26		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM179)"	-29.95262879	-71.29757373	183.22197465609912									0.1		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM180)"	-29.95287527	-71.29790361	183.1889672376768									0.22		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM181)"	-29.96139986	-71.33511493	181.59213717747627									2.73		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM182)"	-29.9613255	-71.33494148	181.6032166204349									2.4		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM183)"	-29.96101411	-71.33474836	181.64049274424988									3.12		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM184)"	-29.96176004	-71.33410865	181.5700799829872									2.4		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM185)"	-29.96191457	-71.33426959	181.5504623058062									2.51		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM186)"	-29.96160667	-71.33433128	181.58299312013787									2.6		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM187)"	-29.96069111	-71.33330399	181.70049833244929									3		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM188)"	-29.96095525	-71.33277738	181.68074264956493									3.1		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM189)"	-29.96120389	-71.33266607	181.65553862954903									2.9		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM190)"	-29.96168491	-71.33295843	181.59803868736626									2.76		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM191)"	-29.96173835	-71.33289406	181.59331763735287									2.8		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM192)"	-29.96210783	-71.33330176	181.54600133877025									2.36		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM193)"	-29.96150482	-71.33341039	181.6099097171088									2.8		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM194)"	-29.96192309	-71.33271569	181.57623871718238									2.55		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM195)"	-29.96308031	-71.33249307	181.4538574908086									1.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM196)"	-29.96266359	-71.33254671	181.49838359414164									1.62		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM197)"	-29.96327706	-71.33219669	181.4375128256161									1.45		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM198)"	-29.96340835	-71.33194322	181.42757145144688									1.3		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM199)"	-29.96422629	-71.33153552	181.34541776204395									0.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM200)"	-29.96304739	-71.33151406	181.4743560157128									1.18		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM201)"	-29.96217135	-71.33224094	181.55734435706756									2.22		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM202)"	-29.96150791	-71.33182252	181.63692356557036									3.05		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM203)"	-29.96160319	-71.33157441	181.63081695291285									2.9		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM204)"	-29.96203889	-71.33100042	181.59322627473026									1.62		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM205)"	-29.9621818	-71.33083949	181.58042770852848									1.85		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM206)"	-29.96220039	-71.33144567	181.56791112572768									1.8		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM207)"	-29.96272091	-71.33129546	181.51374235724384									1.43		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM208)"	-29.96268141	-71.33135716	181.51698268429365									1.4		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM209)"	-29.96288357	-71.33092532	181.5024113147408									1.24		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM210)"	-29.96273137	-71.33103663	181.51708150925043									1.16		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM211)"	-29.96317763	-71.33080112	181.47249558831606									1.12		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM212)"	-29.96326156	-71.33025343	181.47284258746402									1.05		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM213)"	-29.96333592	-71.33004958	181.46827368008334									1		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM214)"	-29.96328364	-71.33062223	181.46403641922117									0.95		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM215)"	-29.96383204	-71.33102724	181.3972133636444									0.9		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM216)"	-29.96419802	-71.33133302	181.3520060588828									0.57		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM217)"	-29.96403536	-71.33104334	181.3747621321111									0.85		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM218)"	-29.96395171	-71.33094141	181.38565061472295									0.93		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM219)"	-29.96411204	-71.33058736	181.37430656028013									0.6		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM220)"	-29.96435835	-71.33034864	181.35159140912225									0.3		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM221)"	-29.96455819	-71.33028427	181.33091827825018									0.2		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM222)"	-29.96404388	-71.32992128	181.39330641320512									0.6		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM223)"	-29.96354893	-71.33026997	181.44121940079103									0.7		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM224)"	-29.9635652	-71.32985959	181.44657377007212									0.78		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM225)"	-29.96356055	-71.32965574	181.45062483490454									1.03		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM226)"	-29.96393002	-71.32913405	181.41941985799568									1.05		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM227)"	-29.96410197	-71.32884169	181.4057673472167									0.91		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM228)"	-29.96419918	-71.3288922	181.3942880569626									0.53		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM229)"	-29.96453379	-71.32910678	181.35406548141881									0.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM230)"	-29.96465927	-71.32909069	181.3406648487549									0.5		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM231)"	-29.96476268	-71.32981354	181.31680329925493									0.29		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM232)"	-29.96493463	-71.32945145	181.3043568985019									0.39		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM233)"	-29.96522741	-71.32899681	181.28035819315957									0.15		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM234)"	-29.96510426	-71.32886807	181.29603036663792									0.12		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM235)"	-29.96513524	-71.32773438	181.31246151853438									0.1		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM236)"	-29.96499737	-71.32831285	181.31737683129063									0.1		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM237)"	-29.96535638	-71.32862667	181.27275596585804									0.1		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM238)"	-29.96476152	-71.32799366	181.34866767358378									0.36		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM239)"	-29.9643967	-71.32834369	181.3823241503399									0.44		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM240)"	-29.96453263	-71.32797087	181.37401927991976									0.27		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM241)"	-29.96465811	-71.32778311	181.36362335147433									0.34		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM242)"	-29.96495322	-71.32764095	181.33393948503206									0.18		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM243)"	-29.96490558	-71.32748539	181.34185622558672									0.35		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM244)"	-29.96506359	-71.32714072	181.3306699475705									0.23		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM245)"	-29.96511304	-71.32693263	181.3289282099687									0.15		10														
	2015	9	16	22	54	32.9	4	1	5590	8.3			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO (WM246)"	-29.96513433	-71.32666272	181.3313433836977									0.12		10														
